frame_idx,time_s,joint_idx,joint_name,x,y,z,event_label
3,0.100073,8,thorax,0.1536385416984558,-0.39960649609565735,-0.04524429887533188,
3,0.100073,9,neck,0.2272660732269287,-0.42187508940696716,-0.047669071704149246,
3,0.100073,10,head,0.30070239305496216,-0.44488534331321716,-0.050179772078990936,
3,0.100073,11,left_shoulder,0.1512666642665863,-0.38633739948272705,0.0736677423119545,
3,0.100073,12,left_elbow,0.14069873094558716,-0.17147965729236603,0.15288016200065613,
3,0.100073,13,left_wrist,0.22467288374900818,0.011311441659927368,0.16204796731472015,
3,0.100073,14,right_shoulder,0.15521451830863953,-0.4110409915447235,-0.16435721516609192,
3,0.100073,15,right_elbow,0.15569332242012024,-0.1990378499031067,-0.21393471956253052,
3,0.100073,16,right_wrist,0.22500233352184296,-0.010326921939849854,-0.2305920273065567,
4,0.133431,0,hip_center,-0.003361838636919856,0.0005134529783390462,0.0005067717866040766,
4,0.133431,1,right_hip,-0.013740843161940575,0.010604352690279484,-0.1048920527100563,
4,0.133431,2,right_knee,0.0314398929476738,0.36872243881225586,-0.02682599425315857,
4,0.133431,3,right_ankle,0.0015630032867193222,0.7066188454627991,0.02847355604171753,
4,0.133431,4,left_hip,0.007039033807814121,-0.009576265700161457,0.10590528696775436,
4,0.133431,5,left_knee,0.046650879085063934,0.3188715875148773,0.18117830157279968,
4,0.133431,6,left_ankle,0.021182719618082047,0.6431795358657837,0.19347845017910004,
4,0.133431,7,spine,0.07487615942955017,-0.19964513182640076,-0.022569600492715836,
4,0.133431,8,thorax,0.15310990810394287,-0.3998039662837982,-0.04564918205142021,
4,0.133431,9,neck,0.22669970989227295,-0.4221875071525574,-0.04815975949168205,
4,0.133431,10,head,0.3001299500465393,-0.4452090263366699,-0.05074482783675194,
4,0.133431,11,left_shoulder,0.15349915623664856,-0.38559049367904663,0.07317672669887543,
4,0.133431,12,left_elbow,0.14307335019111633,-0.17067551612854004,0.15225259959697723,
4,0.133431,13,left_wrist,0.22701305150985718,0.012177512049674988,0.16044911742210388,
4,0.133431,14,right_shoulder,0.1519620716571808,-0.4124698042869568,-0.1646423637866974,
4,0.133431,15,right_elbow,0.15285766124725342,-0.20121362805366516,-0.21730655431747437,
4,0.133431,16,right_wrist,0.22280794382095337,-0.013879597187042236,-0.2438761293888092,
5,0.166789,0,hip_center,-0.0032270504161715508,0.0005108637851662934,0.0005586018087342381,
5,0.166789,1,right_hip,-0.01519196666777134,0.009981246665120125,-0.10472965240478516,
5,0.166789,2,right_knee,0.030737442895770073,0.3681477904319763,-0.027325786650180817,
5,0.166789,3,right_ankle,0.0011938922107219696,0.7061973810195923,0.027211520820856094,
5,0.166789,4,left_hip,0.008772377856075764,-0.008958138525485992,0.10584478080272675,
5,0.166789,5,left_knee,0.045531608164310455,0.3207279145717621,0.17704153060913086,
5,0.166789,6,left_ankle,0.02014215849339962,0.6450271010398865,0.18972986936569214,
5,0.166789,7,spine,0.07460783421993256,-0.19977612793445587,-0.02276557870209217,
5,0.166789,8,thorax,0.15243473649024963,-0.4000645577907562,-0.046094998717308044,
5,0.166789,9,neck,0.22598710656166077,-0.4225669205188751,-0.048640038818120956,
5,0.166789,10,head,0.29940852522850037,-0.4456138014793396,-0.05124937370419502,
5,0.166789,11,left_shoulder,0.15575067698955536,-0.38483232259750366,0.0725589171051979,
5,0.166789,12,left_elbow,0.145452082157135,-0.16991829872131348,0.15165406465530396,
5,0.166789,13,left_wrist,0.2293236255645752,0.013005554676055908,0.15891513228416443,
5,0.166789,14,right_shoulder,0.1483595073223114,-0.4140135645866394,-0.16488024592399597,
5,0.166789,15,right_elbow,0.14934884011745453,-0.2038215845823288,-0.2216414511203766,
5,0.166789,16,right_wrist,0.21987757086753845,-0.01863303780555725,-0.25937625765800476,
6,0.200147,0,hip_center,-0.003095415187999606,0.0004959046491421759,0.0006126167718321085,
6,0.200147,1,right_hip,-0.016675055027008057,0.009317651391029358,-0.10453600436449051,
6,0.200147,2,right_knee,0.029988903552293777,0.3675423264503479,-0.027843795716762543,
6,0.200147,3,right_ankle,0.0007900092750787735,0.70574951171875,0.02589595317840576,
6,0.200147,4,left_hip,0.010531598702073097,-0.008324804715812206,0.10575693100690842,
6,0.200147,5,left_knee,0.04446549713611603,0.3225294351577759,0.1728171408176422,
6,0.200147,6,left_ankle,0.019146602600812912,0.6468106508255005,0.1860925704240799,
6,0.200147,7,spine,0.07431180775165558,-0.1999274343252182,-0.022961974143981934,
6,0.200147,8,thorax,0.15170636773109436,-0.4003537595272064,-0.04654398560523987,
6,0.200147,9,neck,0.22521692514419556,-0.4229945242404938,-0.0490691140294075,
6,0.200147,10,head,0.2986242175102234,-0.4460897147655487,-0.051648613065481186,
6,0.200147,11,left_shoulder,0.1578390896320343,-0.38412001729011536,0.07186473160982132,
6,0.200147,12,left_elbow,0.14762793481349945,-0.16926796734333038,0.15113934874534607,
6,0.200147,13,left_wrist,0.23142649233341217,0.01371726393699646,0.15765789151191711,
6,0.200147,14,right_shoulder,0.1448046714067459,-0.41555970907211304,-0.16504403948783875,
6,0.200147,15,right_elbow,0.1455158293247223,-0.20684093236923218,-0.2270074188709259,
6,0.200147,16,right_wrist,0.2166578471660614,-0.024740025401115417,-0.27671757340431213,
7,0.233505,0,hip_center,-0.0029718761797994375,0.00046783676953054965,0.0006653801538050175,
7,0.233505,1,right_hip,-0.018119413405656815,0.008642854169011116,-0.10432121157646179,
7,0.233505,2,right_knee,0.02925056591629982,0.36693233251571655,-0.028368070721626282,
7,0.233505,3,right_ankle,0.00039463117718696594,0.7052962779998779,0.024563990533351898,
7,0.233505,4,left_hip,0.012234319001436234,-0.0077071841806173325,0.10564523935317993,
7,0.233505,5,left_knee,0.04354575648903847,0.32420021295547485,0.16865479946136475,
7,0.233505,6,left_ankle,0.01825002394616604,0.6484540104866028,0.18262560665607452,
7,0.233505,7,spine,0.07402127236127853,-0.2000824362039566,-0.023184243589639664,
7,0.233505,8,thorax,0.15099719166755676,-0.40063709020614624,-0.04704393446445465,
7,0.233505,9,neck,0.22445163130760193,-0.4234674572944641,-0.04949387162923813,
7,0.233505,10,head,0.29783809185028076,-0.4466383755207062,-0.051985353231430054,
7,0.233505,11,left_shoulder,0.15970134735107422,-0.38349610567092896,0.07107546925544739,
7,0.233505,12,left_elbow,0.14947810769081116,-0.16878710687160492,0.15073516964912415,
7,0.233505,13,left_wrist,0.23326584696769714,0.014221534132957458,0.15671318769454956,
7,0.233505,14,right_shoulder,0.1415555626153946,-0.4170607626438141,-0.16520583629608154,
7,0.233505,15,right_elbow,0.14164064824581146,-0.21036595106124878,-0.2336217164993286,
7,0.233505,16,right_wrist,0.21364159882068634,-0.032612383365631104,-0.2961721420288086,
8,0.266862,0,hip_center,-0.002863736590370536,0.00042374731856398284,0.000721771502867341,
8,0.266862,1,right_hip,-0.01948355883359909,0.007982452400028706,-0.10408810526132584,
8,0.266862,2,right_knee,0.028557680547237396,0.3663400709629059,-0.028881661593914032,
8,0.266862,3,right_ankle,3.861449658870697e-05,0.7048559188842773,0.02325572445988655,
8,0.266862,4,left_hip,0.013822836801409721,-0.007136824540793896,0.10552265495061874,
8,0.266862,5,left_knee,0.04283846542239189,0.3256906569004059,0.16465868055820465,
8,0.266862,6,left_ankle,0.017471877858042717,0.6499055624008179,0.17938323318958282,
8,0.266862,7,spine,0.07374405115842819,-0.20023611187934875,-0.023444930091500282,
8,0.266862,8,thorax,0.1503307819366455,-0.40090134739875793,-0.04762517288327217,
8,0.266862,9,neck,0.22370824217796326,-0.42398497462272644,-0.05000834912061691,
8,0.266862,10,head,0.29706496000289917,-0.44725871086120605,-0.052415210753679276,
8,0.266862,11,left_shoulder,0.16133615374565125,-0.3829893171787262,0.07018743455410004,
8,0.266862,12,left_elbow,0.15103799104690552,-0.16848307847976685,0.1503819227218628,
8,0.266862,13,left_wrist,0.23486018180847168,0.014522343873977661,0.15596267580986023,
8,0.266862,14,right_shoulder,0.13868391513824463,-0.41849228739738464,-0.165421724319458,
8,0.266862,15,right_elbow,0.13784745335578918,-0.2145625203847885,-0.24168077111244202,
8,0.266862,16,right_wrist,0.21115754544734955,-0.04272469878196716,-0.31777551770210266,
9,0.30022,0,hip_center,-0.0027779301162809134,0.0003649088612291962,0.0007881166529841721,
9,0.30022,1,right_hip,-0.020758096128702164,0.007363090757280588,-0.10383598506450653,
9,0.30022,2,right_knee,0.027925707399845123,0.36578869819641113,-0.029370449483394623,
9,0.30022,3,right_ankle,-0.00028163567185401917,0.7044562697410583,0.02194477990269661,
9,0.30022,4,left_hip,0.015272913500666618,-0.006637634709477425,0.10540149360895157,
9,0.30022,5,left_knee,0.04236406832933426,0.3269926905632019,0.1608087718486786,
9,0.30022,6,left_ankle,0.016790693625807762,0.6511541604995728,0.17633144557476044,
9,0.30022,7,spine,0.07345107197761536,-0.20039501786231995,-0.023742450401186943,
9,0.30022,8,thorax,0.14965566992759705,-0.40116095542907715,-0.048291124403476715,
9,0.30022,9,neck,0.22292548418045044,-0.4245816469192505,-0.050697699189186096,
9,0.30022,10,head,0.2962586283683777,-0.44793054461479187,-0.0530950091779232,
9,0.30022,11,left_shoulder,0.16275911033153534,-0.3826921880245209,0.06922046095132828,
9,0.30022,12,left_elbow,0.15232816338539124,-0.1684279888868332,0.15004238486289978,
9,0.30022,13,left_wrist,0.2361711859703064,0.014574408531188965,0.1554049849510193,
9,0.30022,14,right_shoulder,0.1361481100320816,-0.41998183727264404,-0.16569826006889343,
9,0.30022,15,right_elbow,0.13344593346118927,-0.22048507630825043,-0.25286033749580383,
9,0.30022,16,right_wrist,0.21008118987083435,-0.05776219069957733,-0.34419113397598267,
10,0.333578,0,hip_center,-0.002711680717766285,0.0002988831838592887,0.0008651701500639319,
10,0.333578,1,right_hip,-0.021922949701547623,0.006795142311602831,-0.103572316467762,
10,0.333578,2,right_knee,0.027368217706680298,0.3652838468551636,-0.029813483357429504,
10,0.333578,3,right_ankle,-0.000558067113161087,0.7040941715240479,0.020707249641418457,
10,0.333578,4,left_hip,0.016570448875427246,-0.0062043326906859875,0.10529091954231262,
10,0.333578,5,left_knee,0.0421644002199173,0.32809698581695557,0.15725910663604736,
10,0.333578,6,left_ankle,0.016185926273465157,0.6521891355514526,0.17353719472885132,
10,0.333578,7,spine,0.07314024865627289,-0.20055386424064636,-0.024070963263511658,
10,0.333578,8,thorax,0.14896464347839355,-0.4014130234718323,-0.04903083294630051,
10,0.333578,9,neck,0.22211530804634094,-0.42519283294677734,-0.051538001745939255,
10,0.333578,10,head,0.2954357862472534,-0.4485754370689392,-0.053993694484233856,
10,0.333578,11,left_shoulder,0.16404157876968384,-0.382506787776947,0.06817416101694107,
10,0.333578,12,left_elbow,0.15352188050746918,-0.1684979647397995,0.14965853095054626,
10,0.333578,13,left_wrist,0.2373305857181549,0.014523446559906006,0.1549072265625,
10,0.333578,14,right_shoulder,0.1338072419166565,-0.4215042293071747,-0.1660253405570984,
10,0.333578,15,right_elbow,0.128225177526474,-0.22832849621772766,-0.26630228757858276,
10,0.333578,16,right_wrist,0.21094319224357605,-0.07959438860416412,-0.37460237741470337,
11,0.366936,0,hip_center,-0.002662012120708823,0.0002356562326895073,0.0009473231621086597,
11,0.366936,1,right_hip,-0.02296111360192299,0.006284363567829132,-0.10331111401319504,
11,0.366936,2,right_knee,0.026890795677900314,0.3648306131362915,-0.03021177649497986,
11,0.366936,3,right_ankle,-0.0007897913455963135,0.7037575244903564,0.019658036530017853,
11,0.366936,4,left_hip,0.017705120146274567,-0.005822136998176575,0.10519372671842575,
11,0.366936,5,left_knee,0.04222952201962471,0.3290174603462219,0.15412351489067078,
11,0.366936,6,left_ankle,0.0156270619481802,0.6530243754386902,0.17107704281806946,
11,0.366936,7,spine,0.0728144720196724,-0.2007054090499878,-0.024412976577878,
11,0.366936,8,thorax,0.14826053380966187,-0.40165311098098755,-0.04980309307575226,
11,0.366936,9,neck,0.22129662334918976,-0.4257691502571106,-0.05243538320064545,
11,0.366936,10,head,0.2946217358112335,-0.44912898540496826,-0.05496859550476074,
11,0.366936,11,left_shoulder,0.16516607999801636,-0.38240528106689453,0.06709640473127365,
11,0.366936,12,left_elbow,0.15464970469474792,-0.16865751147270203,0.14926347136497498,
11,0.366936,13,left_wrist,0.23838642239570618,0.01440340280532837,0.15427902340888977,
11,0.366936,14,right_shoulder,0.13165131211280823,-0.42300161719322205,-0.16637706756591797,
11,0.366936,15,right_elbow,0.12197434157133102,-0.2384452521800995,-0.28148049116134644,
11,0.366936,16,right_wrist,0.21403399109840393,-0.11218154430389404,-0.40905600786209106,
12,0.400294,0,hip_center,-0.002627059118822217,0.0001705579925328493,0.0010394302662461996,
12,0.400294,1,right_hip,-0.023879488930106163,0.005839427001774311,-0.10305024683475494,
12,0.400294,2,right_knee,0.026521915569901466,0.3644353449344635,-0.030574023723602295,
12,0.400294,3,right_ankle,-0.0009489580988883972,0.703478217124939,0.018618647009134293,
12,0.400294,4,left_hip,0.0186883844435215,-0.005509122274816036,0.10511738806962967,
12,0.400294,5,left_knee,0.04251690208911896,0.32976698875427246,0.1513262838125229,
12,0.400294,6,left_ankle,0.015167346224188805,0.6536824703216553,0.16882993280887604,
12,0.400294,7,spine,0.07250142842531204,-0.20084436237812042,-0.02476508542895317,
12,0.400294,8,thorax,0.147597536444664,-0.401865690946579,-0.0506059005856514,
12,0.400294,9,neck,0.2205132246017456,-0.4263228476047516,-0.0534227192401886,
12,0.400294,10,head,0.2938399910926819,-0.4496622681617737,-0.05609213188290596,
12,0.400294,11,left_shoulder,0.1661732792854309,-0.38235053420066833,0.06599543243646622,
12,0.400294,12,left_elbow,0.15568292140960693,-0.16887134313583374,0.14886116981506348,
12,0.400294,13,left_wrist,0.2393246591091156,0.014230400323867798,0.15396982431411743,
12,0.400294,14,right_shoulder,0.12972106039524078,-0.4244064390659332,-0.16676726937294006,
12,0.400294,15,right_elbow,0.1159810870885849,-0.25010061264038086,-0.29650622606277466,
12,0.400294,16,right_wrist,0.2172095626592636,-0.15279901027679443,-0.4413447976112366,
13,0.433651,0,hip_center,-0.0026066459249705076,0.0001138797088060528,0.0011192249367013574,
13,0.433651,1,right_hip,-0.024695897474884987,0.005451025441288948,-0.10281364619731903,
13,0.433651,2,right_knee,0.026227040216326714,0.3640880286693573,-0.030907288193702698,
13,0.433651,3,right_ankle,-0.0010524168610572815,0.7032274007797241,0.01772388443350792,
13,0.433651,4,left_hip,0.01953911781311035,-0.0052350666373968124,0.10504123568534851,
13,0.433651,5,left_knee,0.04289092496037483,0.3303897976875305,0.1489018052816391,
13,0.433651,6,left_ankle,0.014776013791561127,0.6542167663574219,0.16682541370391846,
13,0.433651,7,spine,0.07219324260950089,-0.20096871256828308,-0.025109048932790756,
13,0.433651,8,thorax,0.14695942401885986,-0.40205734968185425,-0.05137910321354866,
13,0.433651,9,neck,0.21976113319396973,-0.4268268346786499,-0.05440688505768776,
13,0.433651,10,head,0.29309141635894775,-0.450135737657547,-0.05724148824810982,
13,0.433651,11,left_shoulder,0.16701145470142365,-0.3823452591896057,0.06494423747062683,
13,0.433651,12,left_elbow,0.15666435658931732,-0.16909649968147278,0.14841905236244202,
13,0.433651,13,left_wrist,0.2402265965938568,0.01404474675655365,0.15341141819953918,
13,0.433651,14,right_shoulder,0.12800613045692444,-0.4256725609302521,-0.1671556681394577,
13,0.433651,15,right_elbow,0.1111077293753624,-0.26217347383499146,-0.30993521213531494,
13,0.433651,16,right_wrist,0.22025731205940247,-0.20358224213123322,-0.469140887260437,
14,0.467009,0,hip_center,-0.002597417449578643,6.409082561731339e-05,0.0011885048588737845,
14,0.467009,1,right_hip,-0.025404956191778183,0.005110178608447313,-0.10260367393493652,
14,0.467009,2,right_knee,0.02599569782614708,0.36378440260887146,-0.031224757432937622,
14,0.467009,3,right_ankle,-0.0011107008904218674,0.7030065059661865,0.01692359894514084,
14,0.467009,4,left_hip,0.020259438082575798,-0.004994209855794907,0.1049710065126419,
14,0.467009,5,left_knee,0.04326961934566498,0.3309171795845032,0.14677029848098755,
14,0.467009,6,left_ankle,0.0144573375582695,0.6546642780303955,0.1650257408618927,
14,0.467009,7,spine,0.07189970463514328,-0.20108038187026978,-0.025424355641007423,
14,0.467009,8,thorax,0.14636260271072388,-0.40223047137260437,-0.05208269879221916,
14,0.467009,9,neck,0.21905988454818726,-0.4272730052471161,-0.055363357067108154,
14,0.467009,10,head,0.2923898696899414,-0.4505557417869568,-0.05841228365898132,
14,0.467009,11,left_shoulder,0.16770748794078827,-0.38236144185066223,0.06398360431194305,
14,0.467009,12,left_elbow,0.1575644612312317,-0.1692994087934494,0.14795872569084167,
14,0.467009,13,left_wrist,0.24107199907302856,0.01387457549571991,0.15265685319900513,
14,0.467009,14,right_shoulder,0.12648124992847443,-0.4267689883708954,-0.16751107573509216,
14,0.467009,15,right_elbow,0.10763495415449142,-0.27370280027389526,-0.3211960196495056,
14,0.467009,16,right_wrist,0.22023363411426544,-0.25283539295196533,-0.48726558685302734,
15,0.500367,0,hip_center,-0.002597117330878973,2.278796637256164e-05,0.001244802726432681,
15,0.500367,1,right_hip,-0.026021311059594154,0.004809180740267038,-0.10242225974798203,
15,0.500367,2,right_knee,0.02582152746617794,0.3635188043117523,-0.03154297173023224,
15,0.500367,3,right_ankle,-0.00113595649600029,0.7028082013130188,0.01621333882212639,
15,0.500367,4,left_hip,0.020869117230176926,-0.0047757248394191265,0.10490356385707855,
15,0.500367,5,left_knee,0.0436026006937027,0.3313734829425812,0.14490357041358948,
15,0.500367,6,left_ankle,0.01419902965426445,0.6550530195236206,0.16341200470924377,
15,0.500367,7,spine,0.07162471860647202,-0.20117875933647156,-0.02570354752242565,
15,0.500367,8,thorax,0.14581260085105896,-0.4023854732513428,-0.05269896984100342,
15,0.500367,9,neck,0.21841961145401,-0.4276486039161682,-0.056273892521858215,
15,0.500367,10,head,0.29174649715423584,-0.4509049355983734,-0.059587955474853516,
15,0.500367,11,left_shoulder,0.16829176247119904,-0.3823797106742859,0.06312946230173111,
15,0.500367,12,left_elbow,0.15839733183383942,-0.16946254670619965,0.14750078320503235,
15,0.500367,13,left_wrist,0.24188607931137085,0.01373302936553955,0.15166030824184418,
15,0.500367,14,right_shoulder,0.1251123994588852,-0.427693247795105,-0.1678169071674347,
15,0.500367,15,right_elbow,0.10560882091522217,-0.28409385681152344,-0.3303048312664032,
15,0.500367,16,right_wrist,0.2179427146911621,-0.29509633779525757,-0.4974965453147888,
16,0.533725,0,hip_center,-0.002602566732093692,-9.282321116188541e-06,0.0012876114342361689,
16,0.533725,1,right_hip,-0.026536179706454277,0.004538359586149454,-0.10227379202842712,
16,0.533725,2,right_knee,0.025708140805363655,0.36328592896461487,-0.031883157789707184,
16,0.533725,3,right_ankle,-0.0011235810816287994,0.702628493309021,0.015564735978841782,
16,0.533725,4,left_hip,0.021366199478507042,-0.004568556323647499,0.10484213382005692,
16,0.533725,5,left_knee,0.043875113129615784,0.3317790925502777,0.14327029883861542,
16,0.533725,6,left_ankle,0.01400391012430191,0.6554046869277954,0.16197337210178375,
16,0.533725,7,spine,0.07139778137207031,-0.20126014947891235,-0.025900524109601974,
16,0.533725,8,thorax,0.14536574482917786,-0.4025157690048218,-0.053133897483348846,
16,0.533725,9,neck,0.2179022878408432,-0.4279364049434662,-0.057010240852832794,
16,0.533725,10,head,0.29121536016464233,-0.4511936604976654,-0.060611143708229065,
16,0.533725,11,left_shoulder,0.1687813550233841,-0.3823285698890686,0.06247732788324356,
16,0.533725,12,left_elbow,0.15915516018867493,-0.1694786697626114,0.14704911410808563,
16,0.533725,13,left_wrist,0.24265196919441223,0.013731241226196289,0.15031999349594116,
16,0.533725,14,right_shoulder,0.12395146489143372,-0.42840176820755005,-0.16799233853816986,
16,0.533725,15,right_elbow,0.1054191067814827,-0.2908327281475067,-0.33572664856910706,
16,0.533725,16,right_wrist,0.21560999751091003,-0.31622135639190674,-0.5027787685394287,
17,0.567083,0,hip_center,-0.002614858327433467,-3.598936746129766e-05,0.001313470071181655,
17,0.567083,1,right_hip,-0.02693549357354641,0.004266806878149509,-0.10216820240020752,
17,0.567083,2,right_knee,0.025651080533862114,0.3630616068840027,-0.032274842262268066,
17,0.567083,3,right_ankle,-0.0010822843760251999,0.7024266719818115,0.015067648142576218,
17,0.567083,4,left_hip,0.02173450216650963,-0.004349831026047468,0.10478968918323517,
17,0.567083,5,left_knee,0.04409315064549446,0.33216017484664917,0.14186008274555206,
17,0.567083,6,left_ankle,0.013856589794158936,0.6557410955429077,0.16074751317501068,
17,0.567083,7,spine,0.07126377522945404,-0.2013329267501831,-0.025864629074931145,
17,0.567083,8,thorax,0.1451134979724884,-0.40263447165489197,-0.053079620003700256,
17,0.567083,9,neck,0.21761676669120789,-0.4280918836593628,-0.05731980875134468,
17,0.567083,10,head,0.2908906638622284,-0.4514104723930359,-0.06130114942789078,
17,0.567083,11,left_shoulder,0.16915836930274963,-0.38211357593536377,0.0623435378074646,
17,0.567083,12,left_elbow,0.1598084419965744,-0.16917866468429565,0.1467321515083313,
17,0.567083,13,left_wrist,0.24335792660713196,0.014029815793037415,0.14828820526599884,
17,0.567083,14,right_shoulder,0.12309425324201584,-0.4287737011909485,-0.16776619851589203,
17,0.567083,15,right_elbow,0.10739155113697052,-0.28910619020462036,-0.3340488076210022,
17,0.567083,16,right_wrist,0.21967250108718872,-0.2913980484008789,-0.5016219615936279,
18,0.60044,0,hip_center,-0.0026263752952218056,-5.110911661176942e-05,0.0013273057993501425,
18,0.60044,1,right_hip,-0.02723725512623787,0.004049862269312143,-0.10209391266107559,
18,0.60044,2,right_knee,0.02565648779273033,0.3628797233104706,-0.03261350840330124,
18,0.60044,3,right_ankle,-0.0010050758719444275,0.7022682428359985,0.014601469039916992,
18,0.60044,4,left_hip,0.022007830440998077,-0.004162130877375603,0.10474434494972229,
18,0.60044,5,left_knee,0.04419037327170372,0.33248841762542725,0.14062559604644775,
18,0.60044,6,left_ankle,0.013756267726421356,0.656043291091919,0.1596418023109436,
18,0.60044,7,spine,0.07117007672786713,-0.20137493312358856,-0.025874905288219452,
18,0.60044,8,thorax,0.14494135975837708,-0.40270280838012695,-0.05310790240764618,
18,0.60044,9,neck,0.21739739179611206,-0.42822781205177307,-0.05773176997900009,
18,0.60044,10,head,0.29063376784324646,-0.45159342885017395,-0.062108077108860016,
18,0.60044,11,left_shoulder,0.16947709023952484,-0.3819572627544403,0.062171705067157745,
18,0.60044,12,left_elbow,0.16043780744075775,-0.1689184010028839,0.1463315188884735,
18,0.60044,13,left_wrist,0.24406594038009644,0.01426076889038086,0.1462213099002838,
