frame,kp_idx,kp_name,x,y,conf
3,7,left_elbow,82.82099723815918,77.37431526184082,0.10361374169588089
3,8,right_elbow,82.45821952819824,75.67124843597412,0.9586623311042786
3,9,left_wrist,89.7154426574707,93.0933666229248,0.12953488528728485
3,10,right_wrist,89.13652420043945,91.9524097442627,0.8795769214630127
3,11,left_hip,71.24284267425537,90.66911697387695,0.9990311861038208
3,12,right_hip,67.8029727935791,90.47752380371094,0.9995890855789185
3,13,left_knee,72.99147129058838,116.13215446472168,0.46676772832870483
3,14,right_knee,72.66647338867188,119.10346984863281,0.954713761806488
3,15,left_ankle,71.22505187988281,143.39929580688477,0.655003547668457
3,16,right_ankle,69.62630271911621,148.07775497436523,0.9689779877662659
4,0,nose,94.38825607299805,54.69535827636719,0.9990142583847046
4,1,left_eye,94.93388175964355,52.55565643310547,0.9983585476875305
4,2,right_eye,94.26610946655273,51.90812110900879,0.9980659484863281
4,3,left_ear,92.17626571655273,50.76944828033447,0.9967571496963501
4,4,right_ear,91.10660552978516,50.09377479553223,0.9974458813667297
4,5,left_shoulder,83.64492416381836,60.00147819519043,0.9993000030517578
4,6,right_shoulder,81.53044700622559,57.210679054260254,0.9997929334640503
4,7,left_elbow,82.46598243713379,77.37532615661621,0.10171541571617126
4,8,right_elbow,82.1613883972168,75.74074745178223,0.9582194089889526
4,9,left_wrist,90.05433082580566,93.31613540649414,0.1279733031988144
4,10,right_wrist,89.14297103881836,92.03095436096191,0.8785837292671204
4,11,left_hip,71.25415802001953,90.65999984741211,0.9989943504333496
4,12,right_hip,67.83029079437256,90.52084922790527,0.9995807409286499
4,13,left_knee,73.61245632171631,115.3242301940918,0.4617680609226227
4,14,right_knee,72.66726016998291,119.1246223449707,0.9544526934623718
4,15,left_ankle,71.24739170074463,140.731782913208,0.6485708355903625
4,16,right_ankle,69.54890251159668,147.97625541687012,0.9686242341995239
5,0,nose,93.83644104003906,54.583096504211426,0.998615562915802
5,1,left_eye,94.67151641845703,52.51472473144531,0.9977492690086365
5,2,right_eye,93.52338790893555,51.62175178527832,0.9973819851875305
5,3,left_ear,92.12372779846191,50.80660820007324,0.9954661726951599
5,4,right_ear,90.58941841125488,49.92342948913574,0.9964137077331543
5,5,left_shoulder,84.3074893951416,60.07690906524658,0.9991267919540405
5,6,right_shoulder,80.4755973815918,57.29368209838867,0.9996605515480042
5,7,left_elbow,83.2374382019043,77.59171962738037,0.1044185534119606
5,8,right_elbow,80.76273918151855,75.58607578277588,0.9518617391586304
5,9,left_wrist,90.29360771179199,93.3132266998291,0.13331279158592224
5,10,right_wrist,88.26830863952637,90.78742980957031,0.8691357970237732
5,11,left_hip,72.51202583312988,90.6544303894043,0.9988604187965393
5,12,right_hip,67.74044036865234,90.55180549621582,0.9994444251060486
5,13,left_knee,73.61412048339844,116.46574020385742,0.4792070686817169
5,14,right_knee,72.51983642578125,118.76245498657227,0.9522696733474731
5,15,left_ankle,71.04943752288818,143.02446365356445,0.6626565456390381
5,16,right_ankle,69.5492935180664,147.87286758422852,0.9670520424842834
6,0,nose,93.84881019592285,54.57896709442139,0.9985951781272888
6,1,left_eye,94.68740463256836,52.4967622756958,0.9977263808250427
6,2,right_eye,93.54124069213867,51.631879806518555,0.9973657131195068
6,3,left_ear,92.1286678314209,50.80392360687256,0.9954497814178467
6,4,right_ear,90.62746047973633,49.918556213378906,0.9964248538017273
6,5,left_shoulder,84.07390594482422,59.87328052520752,0.9990943074226379
6,6,right_shoulder,80.72702407836914,57.087154388427734,0.9996633529663086
6,7,left_elbow,82.91762351989746,77.32069492340088,0.10091765224933624
6,8,right_elbow,80.70428848266602,73.90518188476562,0.9508692622184753
6,9,left_wrist,89.99279975891113,93.12956809997559,0.12926426529884338
6,10,right_wrist,87.97784805297852,89.72386360168457,0.8647594451904297
6,11,left_hip,72.29081630706787,90.64556121826172,0.9988019466400146
6,12,right_hip,67.78855800628662,90.57527542114258,0.9994238018989563
6,13,left_knee,73.57738494873047,116.1628246307373,0.47304484248161316
6,14,right_knee,72.5206470489502,118.97237777709961,0.9518129825592041
6,15,left_ankle,71.29063606262207,142.75299072265625,0.6593360900878906
6,16,right_ankle,69.55931186676025,148.03129196166992,0.966454029083252
7,0,nose,93.85693550109863,54.582834243774414,0.9985967874526978
7,1,left_eye,94.68679428100586,52.45673179626465,0.9977318048477173
7,2,right_eye,93.5765266418457,51.62363529205322,0.9973744750022888
7,3,left_ear,92.12038040161133,50.806331634521484,0.9954689741134644
7,4,right_ear,90.65744400024414,49.92359638214111,0.9964470863342285
7,5,left_shoulder,84.01058197021484,59.840898513793945,0.9990702867507935
7,6,right_shoulder,80.9202766418457,57.18754768371582,0.9996630549430847
7,7,left_elbow,81.94097518920898,76.34938716888428,0.09853889793157578
7,8,right_elbow,80.83292007446289,74.15215492248535,0.9499858617782593
7,9,left_wrist,89.88273620605469,93.08680534362793,0.12600143253803253
7,10,right_wrist,88.15427780151367,90.0248908996582,0.8610044717788696
7,11,left_hip,72.18231201171875,90.73302268981934,0.9987620711326599
7,12,right_hip,67.8073263168335,90.7275390625,0.9994074106216431
7,13,left_knee,73.19413661956787,116.44146919250488,0.4715649485588074
7,14,right_knee,72.5219202041626,119.01714324951172,0.951236367225647
7,15,left_ankle,71.2664270401001,143.6558723449707,0.6600295305252075
7,16,right_ankle,69.56273078918457,148.03590774536133,0.9659730792045593
8,0,nose,93.63283157348633,54.573259353637695,0.9983717203140259
8,1,left_eye,94.47525978088379,52.439751625061035,0.9974103569984436
8,2,right_eye,93.41270446777344,51.60660743713379,0.9970151782035828
8,3,left_ear,92.01446533203125,50.82172393798828,0.9948099851608276
8,4,right_ear,90.4969596862793,49.906015396118164,0.9958732724189758
8,5,left_shoulder,83.82840156555176,59.83170986175537,0.9989348649978638
8,6,right_shoulder,80.93088150024414,57.11356163024902,0.9996098875999451
8,7,left_elbow,81.99239730834961,76.8858814239502,0.09598614275455475
8,8,right_elbow,80.96100807189941,74.25233364105225,0.9457030892372131
8,9,left_wrist,89.72347259521484,93.00458908081055,0.12430280447006226
8,10,right_wrist,87.78390884399414,88.88236999511719,0.8536219596862793
8,11,left_hip,72.08209037780762,90.72164535522461,0.9987190961837769
8,12,right_hip,67.81619071960449,90.57287216186523,0.9993699789047241
8,13,left_knee,73.19352626800537,116.30566596984863,0.47772693634033203
8,14,right_knee,72.52035617828369,119.01751518249512,0.9498052000999451
8,15,left_ankle,71.25311374664307,144.0251922607422,0.6671788096427917
8,16,right_ankle,69.59415435791016,148.0164337158203,0.9651467204093933
9,0,nose,93.64370346069336,54.54936981201172,0.9981898665428162
9,1,left_eye,94.50597763061523,52.380638122558594,0.9971696138381958
9,2,right_eye,93.43610763549805,51.523685455322266,0.996711790561676
9,3,left_ear,92.0353889465332,50.821123123168945,0.9943927526473999
9,4,right_ear,90.5202579498291,49.84268665313721,0.9954493045806885
9,5,left_shoulder,83.66324424743652,59.907822608947754,0.9987795948982239
9,6,right_shoulder,81.01987838745117,56.72511100769043,0.9995631575584412
9,7,left_elbow,81.97351455688477,76.85361385345459,0.09237910062074661
9,8,right_elbow,80.7577896118164,70.84539890289307,0.943237841129303
9,9,left_wrist,88.6732006072998,91.4578628540039,0.12078437209129333
9,10,right_wrist,88.66323471069336,79.94988918304443,0.8476602435112
9,11,left_hip,72.01854705810547,90.78862190246582,0.9986411333084106
9,12,right_hip,67.7938985824585,90.64462661743164,0.9993262887001038
9,13,left_knee,73.21290016174316,116.52663230895996,0.4726567268371582
9,14,right_knee,72.51448154449463,119.27114486694336,0.9483123421669006
9,15,left_ankle,71.34081840515137,143.80656242370605,0.666189432144165
9,16,right_ankle,69.59565162658691,148.10495376586914,0.9638184905052185
10,0,nose,93.62594604492188,54.472341537475586,0.9981451630592346
10,1,left_eye,94.49483871459961,52.374281883239746,0.9970930814743042
10,2,right_eye,93.33856582641602,51.45148277282715,0.9966464638710022
10,3,left_ear,92.0169734954834,50.826730728149414,0.9941913485527039
10,4,right_ear,90.43233871459961,49.77850914001465,0.9953747391700745
10,5,left_shoulder,83.95883560180664,59.907355308532715,0.9987454414367676
10,6,right_shoulder,80.84413528442383,56.683807373046875,0.9995519518852234
10,7,left_elbow,82.02459335327148,76.97949886322021,0.09234515577554703
10,8,right_elbow,80.54153442382812,71.64446353912354,0.9411977529525757
10,9,left_wrist,89.5103645324707,92.08014488220215,0.12254953384399414
10,10,right_wrist,88.07826042175293,83.65260124206543,0.8444286584854126
10,11,left_hip,72.01305389404297,90.77595710754395,0.998600959777832
10,12,right_hip,67.80844211578369,90.5618667602539,0.9992913603782654
10,13,left_knee,73.33316802978516,116.7800521850586,0.4746972918510437
10,14,right_knee,72.50391960144043,119.27355766296387,0.9462007284164429
10,15,left_ankle,71.19925498962402,144.30109024047852,0.6699618697166443
10,16,right_ankle,69.60358619689941,148.06800842285156,0.9625637531280518
11,0,nose,93.66647720336914,54.448556900024414,0.9981894493103027
11,1,left_eye,94.57585334777832,52.361836433410645,0.9971321225166321
11,2,right_eye,93.37185859680176,51.438589096069336,0.9967332482337952
11,3,left_ear,92.16189384460449,50.82882881164551,0.9943917393684387
11,4,right_ear,90.4404067993164,49.73959445953369,0.9954826235771179
11,5,left_shoulder,84.22525405883789,60.01986503601074,0.9987505078315735
11,6,right_shoulder,80.61173439025879,56.481313705444336,0.999559760093689
11,7,left_elbow,82.38913536071777,77.30794429779053,0.09865938872098923
11,8,right_elbow,77.08020210266113,64.69010353088379,0.9455664157867432
11,9,left_wrist,89.44828033447266,92.19686508178711,0.13931530714035034
11,10,right_wrist,84.43023681640625,59.39952850341797,0.8572830557823181
11,11,left_hip,72.05935001373291,90.96900939941406,0.9986736178398132
11,12,right_hip,67.58080959320068,90.56673049926758,0.9993193745613098
11,13,left_knee,73.95468235015869,116.79765701293945,0.48999226093292236
11,14,right_knee,72.50370025634766,119.34774398803711,0.9458837509155273
11,15,left_ankle,71.27307891845703,144.1076946258545,0.6811399459838867
11,16,right_ankle,69.59921360015869,148.11823844909668,0.9627789258956909
12,0,nose,93.70025634765625,54.42334175109863,0.9981467127799988
12,1,left_eye,94.57857131958008,52.303619384765625,0.9970837235450745
12,2,right_eye,93.38435173034668,51.39815330505371,0.9966773390769958
12,3,left_ear,92.16100692749023,50.823373794555664,0.9942957758903503
12,4,right_ear,90.44951438903809,49.72928524017334,0.9953993558883667
12,5,left_shoulder,84.11232948303223,59.76015090942383,0.9986705183982849
12,6,right_shoulder,80.7083797454834,56.532530784606934,0.9995400905609131
12,7,left_elbow,82.38099098205566,77.21892356872559,0.09607008844614029
12,8,right_elbow,77.44458675384521,67.36646175384521,0.9412358403205872
12,9,left_wrist,89.4207763671875,92.2158145904541,0.13515447080135345
12,10,right_wrist,84.80423927307129,83.48165512084961,0.8473907709121704
12,11,left_hip,72.14862823486328,90.81435203552246,0.9985870122909546
12,12,right_hip,67.6068639755249,90.48685073852539,0.9992918372154236
12,13,left_knee,73.99953365325928,116.71700477600098,0.4873315691947937
12,14,right_knee,72.48884677886963,119.07123565673828,0.9454927444458008
12,15,left_ankle,71.28042697906494,142.1087646484375,0.675066351890564
12,16,right_ankle,69.59681510925293,147.7485179901123,0.9623708128929138
13,0,nose,93.61101150512695,54.304823875427246,0.9978106021881104
13,1,left_eye,94.45770263671875,52.11669445037842,0.9965549111366272
13,2,right_eye,93.3344841003418,51.197571754455566,0.9960229992866516
13,3,left_ear,92.11974143981934,50.80990791320801,0.9933865666389465
13,4,right_ear,90.38004875183105,49.64041233062744,0.9942651391029358
13,5,left_shoulder,84.1312313079834,59.80830192565918,0.9983615875244141
13,6,right_shoulder,80.59462547302246,56.39910697937012,0.9993650913238525
13,7,left_elbow,82.67931938171387,77.37079620361328,0.09598127752542496
13,8,right_elbow,78.19202423095703,64.96780395507812,0.9400377869606018
13,9,left_wrist,89.43212509155273,92.10860252380371,0.13696467876434326
13,10,right_wrist,85.40102005004883,66.42072200775146,0.8481044769287109
13,11,left_hip,72.2287654876709,90.86071014404297,0.998528778553009
13,12,right_hip,67.45598793029785,90.51939964294434,0.9992361664772034
13,13,left_knee,74.21617031097412,116.67484283447266,0.5000670552253723
13,14,right_knee,72.48715400695801,119.12193298339844,0.945391058921814
13,15,left_ankle,71.28884792327881,141.78616523742676,0.6856145858764648
13,16,right_ankle,69.60211277008057,147.72789001464844,0.9625274538993835
14,0,nose,93.63438606262207,54.306650161743164,0.997675895690918
14,1,left_eye,94.48165893554688,52.12001323699951,0.996330738067627
14,2,right_eye,93.45423698425293,51.21774196624756,0.9957610964775085
14,3,left_ear,92.15269088745117,50.803842544555664,0.9930891990661621
14,4,right_ear,90.59005737304688,49.64154243469238,0.9938231110572815
14,5,left_shoulder,84.07533645629883,59.807138442993164,0.9982510805130005
14,6,right_shoulder,80.61553955078125,56.16495609283447,0.999302089214325
14,7,left_elbow,83.0567455291748,77.36778259277344,0.09625818580389023
14,8,right_elbow,78.59544277191162,63.07999610900879,0.9415271878242493
14,9,left_wrist,89.40977096557617,92.12274551391602,0.13958944380283356
14,10,right_wrist,85.1081657409668,61.9437313079834,0.8534815311431885
14,11,left_hip,72.20613956451416,90.81524848937988,0.9985395073890686
14,12,right_hip,67.48148441314697,90.43485641479492,0.9992232918739319
14,13,left_knee,74.08816337585449,116.71938896179199,0.506256103515625
14,14,right_knee,72.48699188232422,119.14356231689453,0.9452611207962036
14,15,left_ankle,71.18389129638672,142.15593338012695,0.6920692324638367
14,16,right_ankle,69.59543704986572,147.72939682006836,0.9625459909439087
15,0,nose,93.63885879516602,54.304070472717285,0.9975007772445679
15,1,left_eye,94.47507858276367,52.090959548950195,0.9960798025131226
15,2,right_eye,93.4648323059082,51.21670722961426,0.9954348802566528
15,3,left_ear,92.14349746704102,50.80025672912598,0.9925649762153625
15,4,right_ear,90.59412956237793,49.64329242706299,0.9932882785797119
15,5,left_shoulder,84.105224609375,59.91824150085449,0.9981561899185181
15,6,right_shoulder,80.54826736450195,56.4406681060791,0.9992532730102539
15,7,left_elbow,82.92885780334473,77.43258476257324,0.09427960216999054
15,8,right_elbow,79.25882816314697,65.20815372467041,0.9383533596992493
15,9,left_wrist,89.39473152160645,92.39594459533691,0.1376480907201767
15,10,right_wrist,87.37786293029785,67.48680114746094,0.8481037616729736
15,11,left_hip,72.19470977783203,90.89132308959961,0.9985030293464661
15,12,right_hip,67.49102592468262,90.50543785095215,0.9991965293884277
15,13,left_knee,74.09257411956787,116.68484687805176,0.5138295292854309
15,14,right_knee,72.48380184173584,119.17818069458008,0.9458019137382507
15,15,left_ankle,71.185302734375,142.00706481933594,0.6992044448852539
15,16,right_ankle,69.59333896636963,147.73130416870117,0.9629761576652527
16,0,nose,93.39672088623047,54.24683094024658,0.9974523186683655
16,1,left_eye,94.3155574798584,52.07996368408203,0.9960046410560608
16,2,right_eye,93.25891494750977,51.17328643798828,0.995427668094635
16,3,left_ear,92.05004692077637,50.8298921585083,0.9926566481590271
16,4,right_ear,90.40218353271484,49.629483222961426,0.9933935403823853
16,5,left_shoulder,84.13571357727051,59.95907783508301,0.9982171654701233
16,6,right_shoulder,79.96896266937256,56.17154121398926,0.9992753863334656
16,7,left_elbow,83.34742546081543,77.42939949035645,0.10215507447719574
16,8,right_elbow,79.37136650085449,59.75078582763672,0.9423707723617554
16,9,left_wrist,89.40391540527344,91.96415901184082,0.1488119214773178
16,10,right_wrist,86.30696296691895,53.25495719909668,0.8585697412490845
16,11,left_hip,72.54921913146973,90.66943168640137,0.9985954761505127
16,12,right_hip,67.50255584716797,90.20163536071777,0.999234139919281
16,13,left_knee,73.87591361999512,116.71060562133789,0.5413849353790283
16,14,right_knee,72.4746036529541,118.807373046875,0.9464676976203918
16,15,left_ankle,70.92264652252197,142.33596801757812,0.7155206203460693
16,16,right_ankle,69.70523834228516,147.1789836883545,0.9635744690895081
17,0,nose,93.40572357177734,54.244985580444336,0.9974600076675415
17,1,left_eye,94.31517601013184,52.07444190979004,0.9960170388221741
17,2,right_eye,93.27089309692383,51.16360664367676,0.9954161643981934
17,3,left_ear,92.04434394836426,50.82840919494629,0.9925695657730103
17,4,right_ear,90.40884017944336,49.620933532714844,0.9934071898460388
17,5,left_shoulder,83.79083633422852,59.95702266693115,0.9982473850250244
17,6,right_shoulder,80.15259742736816,56.679725646972656,0.9992968440055847
17,7,left_elbow,82.98565864562988,77.42205619812012,0.09970705211162567
17,8,right_elbow,79.85846519470215,69.00881767272949,0.9403727650642395
17,9,left_wrist,89.38624382019043,91.99885368347168,0.14551500976085663
17,10,right_wrist,86.91248893737793,85.4057788848877,0.8535653352737427
17,11,left_hip,72.26206302642822,90.76351165771484,0.9985681772232056
17,12,right_hip,67.56885528564453,90.32859802246094,0.999226450920105
17,13,left_knee,73.74001979827881,116.69410705566406,0.5373730063438416
17,14,right_knee,72.50546932220459,118.98318290710449,0.9461084604263306
17,15,left_ankle,70.93181610107422,142.2499656677246,0.7161341905593872
17,16,right_ankle,69.6629810333252,147.37104415893555,0.9633184671401978
18,0,nose,93.22919845581055,54.345808029174805,0.9973023533821106
18,1,left_eye,94.26286697387695,52.349653244018555,0.9957789778709412
18,2,right_eye,93.11817169189453,51.2408971786499,0.9950900673866272
18,3,left_ear,92.00563430786133,51.10355854034424,0.9920465350151062
18,4,right_ear,90.34852981567383,49.63296413421631,0.9929412603378296
18,5,left_shoulder,83.79426956176758,59.97692584991455,0.9981569051742554
18,6,right_shoulder,80.18191337585449,56.68075084686279,0.9992196559906006
18,7,left_elbow,83.01373481750488,77.65387058258057,0.10060565918684006
18,8,right_elbow,79.88297939300537,68.87032985687256,0.9380041360855103
18,9,left_wrist,89.74408149719238,92.42116928100586,0.14716513454914093
18,10,right_wrist,85.96614837646484,81.1823558807373,0.8492177724838257
18,11,left_hip,72.00182437896729,90.7596206665039,0.998505711555481
18,12,right_hip,67.58008480072021,90.33587455749512,0.9991607666015625
18,13,left_knee,73.81277561187744,117.58320808410645,0.5353426337242126
18,14,right_knee,72.50347137451172,119.04236793518066,0.9450753331184387
18,15,left_ankle,70.93466281890869,142.2467041015625,0.7176055312156677
18,16,right_ankle,69.66170310974121,147.29402542114258,0.962312638759613
19,0,nose,93.05501937866211,54.56326484680176,0.9973544478416443
19,1,left_eye,94.13993835449219,52.48898983001709,0.9958462715148926
19,2,right_eye,92.98954010009766,51.3494873046875,0.9951891899108887
19,3,left_ear,91.88997268676758,51.22149467468262,0.9922798275947571
19,4,right_ear,90.26817321777344,49.70986366271973,0.993137538433075
19,5,left_shoulder,83.75795364379883,60.0723934173584,0.9982045292854309
19,6,right_shoulder,80.1622200012207,56.62617206573486,0.9992184638977051
19,7,left_elbow,83.58936309814453,77.69756317138672,0.10763674974441528
19,8,right_elbow,79.46224212646484,61.582112312316895,0.9420512318611145
19,9,left_wrist,89.75380897521973,92.48661041259766,0.1568812131881714
19,10,right_wrist,84.83003616333008,55.92041015625,0.8594831824302673
19,11,left_hip,71.99963569641113,90.89021682739258,0.998577356338501
19,12,right_hip,67.55949974060059,90.46480178833008,0.9991822838783264
19,13,left_knee,73.94823551177979,117.5416374206543,0.5523933172225952
19,14,right_knee,72.49564170837402,119.04565811157227,0.9448046684265137
19,15,left_ankle,70.94215393066406,142.2490692138672,0.7283231019973755
19,16,right_ankle,69.6551513671875,147.16267585754395,0.9619625806808472
20,0,nose,93.15021514892578,54.57021236419678,0.99730384349823
20,1,left_eye,94.19477462768555,52.48397350311279,0.9957908391952515
20,2,right_eye,93.11369895935059,51.37819290161133,0.995116114616394
20,3,left_ear,91.9310188293457,51.21786117553711,0.9922835230827332
20,4,right_ear,90.37238121032715,49.72238540649414,0.9931164383888245
20,5,left_shoulder,83.77640724182129,60.07293224334717,0.9982019662857056
20,6,right_shoulder,80.17953872680664,56.46111488342285,0.9992318153381348
20,7,left_elbow,83.55910301208496,77.70207405090332,0.10776437073945999
20,8,right_elbow,79.47710990905762,59.211883544921875,0.9445333480834961
20,9,left_wrist,89.67575073242188,92.41829872131348,0.1578904092311859
20,10,right_wrist,84.59049224853516,55.28420448303223,0.8661783337593079
20,11,left_hip,72.01793670654297,90.63203811645508,0.9986304640769958
20,12,right_hip,67.63703346252441,90.2545166015625,0.999208927154541
20,13,left_knee,73.82250308990479,117.18067169189453,0.5604578256607056
20,14,right_knee,72.4978256225586,119.01296615600586,0.9446738958358765
20,15,left_ankle,70.94534873962402,142.46519088745117,0.7345130443572998
20,16,right_ankle,69.89215850830078,146.78932189941406,0.9620358347892761
21,0,nose,93.15881729125977,54.57589149475098,0.997318685054779
21,1,left_eye,94.20369148254395,52.49298572540283,0.9958067536354065
21,2,right_eye,93.11994552612305,51.374006271362305,0.9951379299163818
21,3,left_ear,91.95905685424805,51.27816200256348,0.9923575520515442
21,4,right_ear,90.33136367797852,49.721670150756836,0.9930850267410278
21,5,left_shoulder,83.89432907104492,60.281362533569336,0.9981096982955933
21,6,right_shoulder,80.19609451293945,56.4567232131958,0.9991929531097412
21,7,left_elbow,83.53605270385742,77.88853645324707,0.11099471151828766
21,8,right_elbow,78.57446193695068,61.461005210876465,0.9461365938186646
21,9,left_wrist,90.00100135803223,92.92783737182617,0.16541115939617157
21,10,right_wrist,84.01320457458496,60.52847862243652,0.8719934225082397
21,11,left_hip,72.04792976379395,90.77775001525879,0.9986571073532104
21,12,right_hip,67.54434108734131,90.30132293701172,0.9992174506187439
21,13,left_knee,73.85915279388428,117.1529769897461,0.5678327083587646
21,14,right_knee,72.52210140228271,119.0378475189209,0.9439953565597534
21,15,left_ankle,70.94147682189941,142.38430976867676,0.7398290634155273
21,16,right_ankle,69.89049434661865,146.92166328430176,0.962064802646637
22,0,nose,93.1733512878418,54.537553787231445,0.9973976016044617
22,1,left_eye,94.25064086914062,52.49140739440918,0.9958984851837158
22,2,right_eye,93.11727523803711,51.36034965515137,0.9952926635742188
22,3,left_ear,91.99160575866699,51.29859447479248,0.9925984740257263
22,4,right_ear,90.3268814086914,49.71219539642334,0.9933735132217407
22,5,left_shoulder,84.00973320007324,60.46604633331299,0.9981586337089539
22,6,right_shoulder,80.20936012268066,56.499080657958984,0.9992209076881409
22,7,left_elbow,83.78549575805664,78.16679954528809,0.11767616122961044
22,8,right_elbow,77.95472621917725,61.3963508605957,0.9494904279708862
22,9,left_wrist,90.26191711425781,93.20610046386719,0.17810960114002228
22,10,right_wrist,82.97334671020508,59.16626453399658,0.880732536315918
22,11,left_hip,71.84950351715088,90.77800750732422,0.9987077713012695
22,12,right_hip,67.51760959625244,90.33878326416016,0.9992364645004272
22,13,left_knee,73.85954856872559,117.1284294128418,0.5776041150093079
22,14,right_knee,72.52169132232666,119.09342765808105,0.9435588121414185
22,15,left_ankle,70.94595432281494,142.3402976989746,0.746185839176178
22,16,right_ankle,69.85642433166504,146.93275451660156,0.9623498320579529
23,0,nose,92.8976058959961,54.561052322387695,0.9974381923675537
23,1,left_eye,94.11629676818848,52.54770278930664,0.9959524273872375
23,2,right_eye,92.70810127258301,51.3602352142334,0.995374321937561
23,3,left_ear,91.88820838928223,51.411123275756836,0.9927668571472168
23,4,right_ear,89.96408462524414,49.72098350524902,0.9934415817260742
23,5,left_shoulder,84.17228698730469,60.60198783874512,0.9981575608253479
23,6,right_shoulder,79.7972583770752,56.50448799133301,0.9991840720176697
23,7,left_elbow,84.00415420532227,78.9061975479126,0.12485449016094208
23,8,right_elbow,77.17201232910156,63.951053619384766,0.949591875076294
23,9,left_wrist,90.3974437713623,93.73339653015137,0.18888676166534424
23,10,right_wrist,81.29651069641113,60.16892910003662,0.8839099407196045
23,11,left_hip,72.19807624816895,90.79842567443848,0.9987497925758362
23,12,right_hip,67.3702335357666,90.44692993164062,0.9992443323135376
23,13,left_knee,73.89884948730469,117.13205337524414,0.5886616706848145
23,14,right_knee,72.47327327728271,118.7750244140625,0.9424672722816467
